"make" "address" "all" "xd" "our" "over" "remove" "internet" "order" "mail" "receive" "will" "people" "report" "addresses" "free" "business" "email" "you" "credit" "your" "font" "x000" "money" "hp" "hpl" "george" "x650" "lab" "labs" "telnet" "x857" "data" "x415" "x85" "technology" "x1999" "parts" "pm" "direct" "cs" "meeting" "original" "project" "re" "edu" "table" "conference" "x." "x.." "x...1" "x..1" "x..2" "x..3" "crla" "crll" "crrt" "classdigit" "class" "classdigit.1" "X" "V1" "X.1"
0 0 0 0 0 .27 0 0 0 .27 0 .27 0 0 0 .27 0 0 2.18 0 2.73 0 0 0 .27 0 0 0 0 0 .27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.593 18 166 0 "email" "0" 0 0 "0"
.07 0 .15 0 .09 .05 0 .03 .05 .05 0 .41 .03 0 0 .01 .09 .13 .03 .01 .07 0 .01 0 0 0 .03 0 .01 0 0 0 1.21 0 0 .07 .95 0 .01 .11 .13 .01 0 0 0 .39 .03 .51 .042 .173 .002 .008 .005 .002 2.145 71 2954 0 "email" "0" 0 0 "0"
.16 .08 0 0 0 0 0 0 .16 .33 0 .67 0 0 .08 0 .5 .33 .58 .16 .42 0 0 .08 1.34 .58 0 0 0 .08 0 0 0 0 0 1.09 1.34 0 .16 0 0 0 0 .08 0 0 0 0 .084 .408 .06 0 .012 0 4.179 104 1655 0 "email" "0" 0 0 "0"
1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .17 0 0 .17 0 0 1.692 4 22 0 "email" "0" 0 0 "0"
0 0 1.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.7 2.35 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 0 1.17 0 0 0 0 0 0 0 .193 0 0 0 1.974 16 77 0 "email" "0" 0 0 "0"
0 0 1.06 0 0 .35 0 0 0 0 0 2.13 0 0 0 0 .71 0 .71 0 0 0 0 0 4.62 0 0 0 .35 1.06 0 0 0 0 0 .35 .35 0 .35 0 0 0 .35 0 .71 0 0 0 0 .055 .055 0 0 0 2.239 17 206 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.57 0 0 0 0 0 0 7.14 3.57 0 3.57 0 3.57 3.57 0 0 0 3.57 3.57 0 0 0 0 0 0 0 0 0 0 0 0 0 .239 0 .239 0 0 1.687 10 27 0 "email" "0" 0 0 "0"
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 2 0 2 0 2 2 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 .18 0 0 0 0 1.611 10 29 0 "email" "0" 0 0 "0"
.23 0 0 0 0 .23 0 0 0 0 0 .92 .46 0 0 0 0 0 2.76 0 2.76 0 0 .69 0 0 0 0 0 0 0 0 .46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .445 0 .202 .121 0 1.945 7 142 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 1.78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.78 0 0 0 0 0 3.57 0 0 0 0 0 0 0 0 0 0 0 1.666 7 15 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 .89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .89 0 0 0 0 0 0 1.78 0 0 0 .89 0 0 0 0 .89 0 0 0 .269 .269 0 0 0 2.27 16 84 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 1.72 0 0 0 0 0 0 3.44 0 1.72 0 0 0 0 1.72 0 0 0 0 0 0 0 0 0 0 0 0 1.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.058 5 35 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 2.32 0 0 0 0 0 0 1.16 0 1.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 0 .744 0 .148 0 0 1.972 18 71 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 1.36 0 0 0 0 1.36 0 0 0 0 0 0 0 0 0 1.36 1.36 0 0 0 0 0 0 1.36 0 0 0 1.36 0 0 0 0 0 1.36 0 0 0 0 0 0 .404 .202 0 0 0 3.533 17 53 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.35 0 0 0 0 0 0 0 0 0 0 0 0 1.169 0 0 0 0 2.533 21 76 0 "email" "0" 0 0 "0"
0 0 1.18 0 0 0 0 0 .59 0 0 0 0 0 0 0 0 0 1.77 0 1.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .313 .313 0 7.588 66 129 0 "email" "0" 0 0 "0"
0 0 0 0 0 .57 0 0 0 0 0 1.73 0 0 0 0 1.15 0 .57 0 0 0 0 0 2.31 0 0 0 .57 1.73 0 0 0 0 0 .57 0 0 0 0 0 0 0 0 .57 0 0 0 0 .086 0 0 0 0 1.5 5 72 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 .62 0 0 .2 0 0 0 0 0 0 0 0 0 0 0 0 3.34 2.3 0 0 0 0 0 0 0 0 .2 0 .62 0 .2 0 0 0 .41 0 0 0 0 0 .085 .198 .056 0 0 .454 3.414 108 536 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96 0 1.96 0 0 0 .98 0 0 0 0 .98 0 .377 0 .125 0 0 2.925 27 158 0 "email" "0" 0 0 "0"
0 0 .25 0 0 .25 .5 .25 0 0 0 0 0 0 0 0 0 0 1.25 0 .25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .25 0 0 0 0 .18 0 .045 0 0 1.324 5 98 0 "email" "0" 1 -1 "1"
.05 0 .45 0 .16 .11 0 0 .62 0 0 .16 0 0 0 0 0 .05 .22 0 .16 0 0 0 .62 .67 .05 0 0 0 0 0 .9 0 0 0 .67 0 0 0 0 0 0 0 0 0 0 0 .121 .162 .04 0 .016 0 2.887 45 875 0 "email" "0" 0 0 "0"
0 0 .35 0 .35 .71 0 0 0 0 0 .71 0 0 0 0 0 0 .71 0 .35 0 0 0 0 0 0 0 0 0 0 0 .35 0 0 0 .35 0 .35 0 0 0 .35 0 .35 0 0 0 0 .124 0 .372 0 0 1.641 12 110 0 "email" "0" 0 0 "0"
.25 .25 0 0 .25 0 .25 0 0 .25 .25 0 .25 0 0 .25 0 1.02 2.05 0 2.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .25 0 0 0 .51 .25 0 0 0 0 0 .413 0 .165 1.78 13 146 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 0 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 0 0 .214 0 .214 0 0 1.263 4 24 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 1.38 0 1.38 0 0 0 1.38 1.38 2.77 0 0 0 0 0 0 0 0 0 1.38 0 1.38 0 0 0 1.38 0 0 0 0 0 0 0 .224 .448 0 0 1.451 12 45 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.234 0 0 3 5 15 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 1.52 0 0 0 0 0 0 .76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .76 0 0 0 0 .76 0 0 0 .118 0 0 0 0 1.735 10 59 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 2.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .92 0 0 0 0 0 0 0 .92 0 0 0 0 .92 0 0 0 0 0 0 0 .165 0 .165 0 0 1.666 7 45 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 3 6 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.42 0 1.42 0 0 0 0 0 0 0 0 1.42 0 .361 0 0 0 0 2.025 7 81 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 .42 0 .42 0 0 0 0 0 0 3.4 0 .42 0 0 .42 1.27 .85 0 .85 0 .42 0 0 0 0 0 0 0 0 0 0 0 0 0 .42 0 0 0 0 0 .155 0 0 0 0 2.555 11 92 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .38 2.307 9 30 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 0 0 0 0 0 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 17 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 .724 0 0 2.285 8 16 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 .7 0 1.4 0 1.4 0 0 0 0 0 .7 0 0 0 .7 0 0 0 0 0 0 0 0 2.11 0 0 0 0 0 0 0 0 0 .266 .066 0 0 0 18 200 378 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 .14 0 0 .43 0 0 0 0 .14 0 0 0 .14 0 0 0 .14 .57 0 0 0 0 0 0 .14 0 0 .43 0 0 0 0 0 0 0 0 0 0 0 .14 .058 .156 0 0 0 0 1.566 13 462 0 "email" "0" 0 0 "0"
0 0 .13 0 .26 0 0 .65 .13 0 0 .78 .26 0 0 0 .13 0 0 0 0 0 .13 0 1.69 0 0 0 0 0 0 0 0 0 0 0 .13 0 0 0 0 0 0 0 0 0 0 .13 0 .105 0 0 .052 0 2.165 20 446 0 "email" "0" 0 0 "0"
.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .62 0 0 0 0 0 0 0 0 0 0 0 0 0 .286 0 0 0 0 1.461 4 38 0 "email" "0" 0 0 "0"
.67 0 0 0 0 0 0 0 0 0 0 0 .33 0 0 0 0 0 1.01 0 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.34 0 0 0 0 0 0 0 .055 0 0 0 0 1.644 13 74 0 "email" "0" 0 0 "0"
.42 0 0 0 0 0 0 0 0 .42 0 .42 .42 0 0 0 0 0 .42 0 .42 0 0 0 1.28 2.57 0 0 0 .42 0 0 .42 0 0 .42 .42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .151 0 0 1.533 9 69 0 "email" "0" 0 0 "0"
0 0 1.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96 0 0 0 0 0 0 3.92 1.96 0 3.92 0 1.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .475 0 0 0 0 2.95 11 59 0 "email" "0" 0 0 "0"
0 0 .48 0 0 0 0 0 0 0 0 0 0 0 0 0 .48 0 0 0 0 0 0 0 .96 1.93 0 0 0 .48 0 0 0 0 0 .96 .48 0 0 0 0 0 0 0 .48 0 0 0 0 0 0 0 0 0 1.353 7 88 0 "email" "0" 0 0 "0"
0 0 1.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.66 1.66 0 0 0 0 0 3.33 1.66 0 1.66 0 1.66 1.66 0 0 0 1.66 1.66 0 0 3.33 0 0 0 0 0 0 0 0 0 0 .167 0 .167 0 0 1.533 10 46 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 .81 0 0 0 0 0 0 .81 0 0 0 0 0 2.45 2.45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .12 .12 0 0 0 0 2.473 11 47 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 2.15 0 0 0 0 0 0 1.07 0 0 0 0 0 5.37 1.07 0 0 3.22 0 1.07 0 0 0 0 0 1.07 0 0 0 0 3.22 1.07 0 0 0 0 0 0 .388 .194 0 0 .194 2.666 13 104 0 "email" "0" 0 0 "0"
.06 0 .19 0 .06 .06 0 0 0 .13 0 .26 .06 0 0 0 0 0 .52 0 .46 0 0 0 2.57 .92 0 .06 .13 .52 .32 0 .06 0 .26 .13 .32 0 .26 0 0 0 0 0 .06 0 0 .13 .009 .152 0 .047 .028 0 1.948 23 836 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 5.12 0 0 0 0 0 0 2.56 0 0 0 0 0 0 0 0 0 5.12 0 0 0 0 0 0 0 0 0 0 0 0 5.12 0 0 0 0 0 0 0 .5 0 0 0 0 2.266 7 34 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 .38 .19 0 0 0 0 0 0 1.33 0 .38 0 0 0 .19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .19 0 0 0 0 0 0 0 0 0 .154 0 .03 0 .03 2.852 12 388 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.09 4.54 4.54 4.54 4.54 4.54 4.54 4.54 0 4.54 4.54 4.54 0 0 0 4.54 0 0 0 0 0 0 0 0 0 1.169 0 0 0 0 3.1 11 31 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 0 "email" "0" 0 0 "0"
0 0 0 0 2.43 0 0 0 0 0 0 0 0 0 0 0 0 0 2.43 0 0 0 0 0 0 0 2.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .442 0 0 0 0 1.2 3 12 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 6 66 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 0 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .22 .22 0 0 0 3.875 28 93 0 "email" "0" 0 0 "0"
.22 0 .22 0 .67 0 0 0 .22 0 0 0 .22 1.34 0 0 .44 0 .67 0 1.56 0 0 0 .44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.23 0 0 0 0 0 0 0 .156 0 .134 0 .156 3.08 121 693 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .161 0 0 1.25 3 15 0 "email" "0" 0 0 "0"
0 0 0 0 .69 0 0 0 0 0 0 0 0 0 0 0 0 0 .69 0 0 0 0 0 2.08 .69 0 0 0 0 0 0 0 0 0 0 .69 0 0 0 0 0 0 0 0 0 0 0 0 .284 0 .284 .094 0 2 11 60 0 "email" "0" 0 0 "0"
.13 0 .13 0 .13 0 0 0 1.18 0 0 .52 0 0 0 0 0 0 .52 0 .26 0 0 0 .65 .79 .13 0 0 0 0 0 .52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .128 .164 .036 0 .036 0 3.185 32 481 0 "email" "0" 0 0 "0"
.08 0 .22 0 .04 0 0 0 .44 .04 0 .22 .04 0 0 0 .04 0 .17 0 .08 0 0 0 .39 .44 .04 0 0 0 0 0 .57 0 0 0 .08 .08 0 0 0 0 .04 .04 0 0 0 0 .163 .197 .058 0 .011 0 3.851 64 1583 0 "email" "0" 0 0 "0"
0 .28 .28 0 .86 0 0 0 0 .28 .28 0 0 0 0 0 0 0 2.87 0 1.72 0 0 0 .28 .28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .57 0 0 0 0 .137 0 0 0 0 1.95 15 156 0 "email" "0" 0 0 "0"
.09 .04 .04 0 .04 0 0 0 .66 0 0 .33 .04 0 0 0 0 .04 .19 0 .14 0 0 0 .62 .66 .04 0 0 0 0 0 .14 0 0 .04 0 0 0 0 0 0 0 .09 0 0 0 .04 .145 .152 .053 0 .013 0 3.685 85 1463 0 "email" "0" 0 0 "0"
1.14 0 0 0 1.14 0 0 0 0 0 0 1.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.14 0 2.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.14 0 0 0 0 0 0 0 0 0 1.19 3 25 0 "email" "0" 0 0 "0"
0 0 0 0 3.22 0 0 0 0 0 0 3.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.22 0 0 6.45 0 0 0 0 .512 0 0 0 0 2.4 11 24 0 "email" "0" 0 0 "0"
.2 0 .1 0 0 0 0 .1 0 0 0 .4 .1 0 0 0 .2 0 0 0 0 0 .1 0 4.5 .1 0 0 0 0 0 0 .1 0 0 .1 .1 .1 0 0 0 .6 0 0 0 0 0 0 .092 .079 0 0 .013 0 2.361 26 562 0 "email" "0" 0 0 "0"
0 0 1.94 0 0 0 0 0 0 .97 0 .97 0 0 0 0 0 0 1.94 0 0 0 0 0 .97 .97 0 1.94 0 .97 0 0 0 0 1.94 0 0 0 0 0 0 .97 0 0 0 0 0 0 0 .379 0 0 0 0 8.125 75 195 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 1.23 0 2.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.23 0 0 0 0 0 0 0 0 0 0 0 0 .796 0 0 0 0 2.142 8 60 0 "email" "0" 0 0 "0"
.81 0 .81 0 .81 0 0 0 0 0 0 .81 0 0 0 0 0 0 1.62 0 1.62 0 0 0 .81 0 0 0 0 0 0 0 0 0 .81 0 0 0 0 0 0 1.62 0 0 0 0 0 0 0 .123 0 .37 0 0 5.375 69 129 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.38 7.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.69 0 0 0 0 0 0 0 0 0 7 17 35 0 "email" "0" 0 0 "0"
.54 0 .27 0 0 0 0 0 .27 .54 0 .81 0 0 0 0 0 .27 1.08 0 .81 0 0 0 .81 .81 0 1.08 0 .54 0 0 .27 0 1.08 0 0 0 0 0 0 0 0 0 0 0 .27 0 .039 .318 .079 0 0 0 4.971 76 517 0 "email" "0" 0 0 "0"
.56 0 2.24 0 0 .56 0 0 0 0 0 1.12 0 0 0 0 0 1.12 4.49 0 0 0 0 0 1.12 0 0 0 .56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .56 0 0 0 .111 .111 0 .111 0 0 1.23 4 32 0 "email" "0" 0 0 "0"
.36 0 1.09 0 0 0 0 0 0 0 0 .72 1.81 0 0 0 0 0 .72 0 1.09 0 0 .72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .063 .126 0 .063 .126 0 2.562 35 123 0 "email" "0" 1 -1 "1"
0 0 0 0 0 0 0 0 0 0 0 0 2.38 0 0 0 0 0 2.38 0 0 0 0 0 2.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 2 12 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 17 20 0 "email" "0" 0 0 "0"
.27 0 .27 0 0 0 0 0 0 0 0 .81 0 0 0 0 0 0 .54 0 .27 0 0 0 9.83 .81 .54 .27 .27 .27 .27 .27 0 .27 .27 .27 .54 0 .27 .27 0 .54 .54 0 .54 0 0 0 1.411 1.411 .041 0 0 0 4.891 20 675 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.43 0 0 0 0 0 0 0 0 2.43 0 0 0 0 0 0 0 0 0 0 0 0 1.625 6 13 0 "email" "0" 0 0 "0"
.84 0 0 0 0 0 0 0 0 0 0 .84 0 0 0 0 0 0 .42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .84 0 0 0 0 .082 .414 0 0 0 0 3.34 7 167 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5 0 0 0 0 0 0 0 0 0 1.125 2 9 0 "email" "0" 0 0 "0"
0 0 0 0 1.75 0 0 0 0 .87 0 0 0 0 0 0 0 0 1.75 0 .87 0 0 0 .87 .87 .87 0 0 0 0 0 0 0 0 0 .87 0 .87 0 0 0 .87 2.63 .87 0 0 0 .469 0 .156 0 0 0 1.466 12 44 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 .48 0 0 0 0 0 0 0 0 0 0 0 .48 1.93 0 0 .48 0 0 0 0 0 0 0 1.44 0 0 0 0 0 0 1.44 0 0 0 0 0 .304 0 0 .365 0 3.016 10 187 0 "email" "0" 0 0 "0"
1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 0 0 0 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 0 1.02 0 0 .352 0 .176 0 0 1.241 3 36 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 .45 0 0 0 0 0 0 0 0 0 0 0 0 1.81 .45 0 0 0 .9 0 0 0 0 0 .45 0 0 0 0 0 0 0 0 .45 0 0 0 0 0 0 0 0 0 1.444 5 104 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0 1.333 3 12 0 "email" "0" 0 0 "0"
0 0 .76 0 .76 0 0 0 0 0 0 0 0 0 0 0 0 0 .76 0 0 0 0 0 .76 0 1.52 .76 .76 1.52 .76 .76 0 .76 .76 .76 .76 0 0 .76 0 .76 0 0 2.29 0 0 0 0 .254 0 .127 0 0 1.755 11 79 0 "email" "0" 0 0 "0"
0 0 0 0 2.46 0 0 0 0 1.23 0 0 0 0 0 0 0 0 2.46 0 1.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46 0 0 0 0 .245 0 0 0 0 0 1.166 3 14 0 "email" "0" 0 0 "0"
0 0 0 0 0 .69 0 0 .23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .92 .92 0 0 0 0 0 0 .46 0 0 0 .23 0 .23 .23 0 0 .23 0 0 .69 0 0 .033 0 .033 0 0 0 1.554 13 143 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04 1.04 0 0 0 0 0 1.04 0 0 0 0 0 0 0 0 0 0 0 1.04 0 1.04 0 0 0 1.04 0 0 0 0 0 .179 .358 0 .179 0 0 2.037 13 55 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08 0 0 0 0 0 2.08 0 0 0 0 .393 0 0 0 0 1.545 6 17 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 1.02 0 0 0 0 0 0 0 0 0 0 .142 0 1.857 10 65 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6 4 8 0 "email" "0" 0 0 "0"
.46 0 0 0 0 0 0 0 0 0 0 2.32 .46 0 0 0 0 .46 5.11 0 .46 0 0 0 .93 1.39 0 0 .46 0 0 0 0 0 0 0 0 0 1.39 0 0 .93 0 0 0 0 0 0 0 0 0 .065 0 0 2 13 86 0 "email" "0" 0 0 "0"
0 0 .58 0 .58 0 0 0 0 2.35 0 0 0 0 0 0 0 0 .58 0 0 0 0 0 1.76 1.17 1.76 .58 .58 .58 .58 .58 0 .58 .58 .58 .58 0 0 .58 0 0 .58 0 .58 0 0 0 .188 .566 .094 0 0 0 2.246 13 146 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 .75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .75 0 .75 0 0 0 .75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .8 .133 0 0 .133 4.472 33 161 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 .51 0 0 0 0 0 0 0 0 .51 0 .51 0 0 0 3.06 2.04 .51 2.04 .51 1.02 .51 .51 0 .51 1.02 .51 0 0 .51 .51 0 1.02 0 0 .51 0 0 0 .158 .553 0 0 0 0 4 37 216 0 "email" "0" 0 0 "0"
.85 .85 0 0 1.7 0 0 0 0 .85 0 .85 0 0 0 0 0 0 0 0 .85 0 0 0 0 .85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .275 0 0 0 0 1.55 5 31 0 "email" "0" 0 0 "0"
0 0 .52 0 .52 0 0 0 0 2.11 0 0 0 0 0 0 0 0 .52 0 .52 0 0 0 1.58 1.05 1.05 .52 .52 .52 .52 .52 0 .52 .52 .52 .52 0 .52 .52 0 0 .52 0 .52 0 0 0 .171 .513 .085 0 0 0 2.225 13 158 0 "email" "0" 0 0 "0"
