Marca,Submarca,Version,Modelo,Transmision,Combustible,Cilindros,Potencia,Tamaño,Categoria,Rend_Ciudad,Ren_Carretera,Rend_Comb,Rend_Ajustado,CO2,Nox,Calificacion_Gas,Calificacion_ContamAire
FORD,FOCUS,HATBACHBACK 5PTAS 2.0L 4CIL 160HP MAN,2017,MAN,Gasolina,4,160,2,AUTOS COMPACTOS,14.1,22.1,16.84,12.63,185,18,7,8
FORD,FOCUS,SEDAN 4PTAS 2.0L 4CIL 160HP MAN,2017,MAN,Gasolina,4,160,2,AUTOS COMPACTOS,14.1,22.1,16.84,12.63,185,18,7,8
FORD,FOCUS,4/5PTAS 2.0L 4CIL 160HP MAN,2018,MAN,Gasolina,4,160,2,AUTOS COMPACTOS,14.1,22.1,16.84,12.63,185,18,7,8
MERCEDES,B 180,5PTAS 1.6L 4CIL 122HP TURBO AUT,2018,AUT,Gasolina,4,122,1.595,AUTOS COMPACTOS,14.08,20.41,17.75,13.31,175,12,8,9
MERCEDES,B 180,CGI 5PTAS 1.6L 4CIL 122HP AUT TURBO,2016,AUT,Gasolina,4,122,1.595,AUTOS COMPACTOS,14.08,20.41,17.75,13.31,175,12,8,9
MERCEDES,A180,CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2013,AUT,Gasolina,4,121,1.6,AUTOS COMPACTOS,14.08,22.22,18.23,13.68,170,12,8,9
MERCEDES,A200,CGI 5PTS 1.6L 4CIL 154HP AUT TURBO,2013,AUT,Gasolina,4,154,1.6,AUTOS COMPACTOS,14.08,22.22,18.23,13.68,170,12,8,9
KIA,FORTE,4PTAS 2.0L 4CIL 150HP MAN,2018,MAN,Gasolina,4,150,2,AUTOS COMPACTOS,14.08,20.63,17.81,13.36,175,27,8,?
FORD,FOCUS,4/5PTS 2.0L 4CIL 160HP MAN,2015,MAN,Gasolina,4,160,2,AUTOS COMPACTOS,14.07,21.93,16.77,12.58,185,19,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,19.6,16.07,12.05,194,13,7,8
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,19.6,16.07,12.05,194,13,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,19.6,16.07,12.05,194,13,7,8
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,19.6,16.07,12.05,194,13,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,19.6,16.07,12.05,194,13,7,8
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,19.6,16.07,12.05,194,13,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT,2014,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT,2014,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,EXL 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14,21.4,17.96,13.47,173,5,8,9
MAZDA,MAZDA6,i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19,2016,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14,20.4,17.68,13.26,176,5,8,9
MAZDA,MAZDA6,i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14,20.4,17.68,13.26,176,5,8,9
MAZDA,MAZDA6,i GRAND TOURING PLUS 4PTAS 2.5L 4CIL 188HP AUT R20,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14,20.4,17.68,13.26,176,5,8,9
NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2017,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,13.9,22.1,16.69,12.51,186,15,7,8
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP MAN,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,13.9,21.2,17.83,13.37,174,9,8,9
MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP MAN R18,2017,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,13.9,21.2,16.45,12.34,189,8,7,9
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2012,MAN,Diesel,4,140,2,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2012,MAN,Diesel,4,140,2,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2013,MAN,Diesel,4,140,2,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2013,MAN,Diesel,4,140,2,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2014,MAN,Diesel,4,140,2,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?
MAZDA,MAZDA3,SEDAN 4PTS 2.0L 4CIL 148HP MAN,2011,M5,Gasolina,4,148,2,AUTOS COMPACTOS,13.7,20.2,16.02,12.01,194,4,7,9
SEAT,TOLEDO,SEDAN 4PUERTAS 1.6L 4CIL 105HP MAN,2015,MAN,Gasolina,4,105,1.6,AUTOS COMPACTOS,13.7,22.8,16.7,12.52,186,75,7,4
RENAULT,STEPWAY,5PTS 1.6L 4CIL 110HP MAN,2011,MAN,Gasolina,4,110,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5
RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2012,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5
DODGE,DART,4PTS 1.4L 4CIL 160HP MAN TURBO,2013,MAN,Gasolina,4,160,1.4,AUTOS COMPACTOS,13.63,19.43,15.75,11.81,197,31,7,6
RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2013,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5
RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2014,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP CVT Xtronic,2011,CVT,Gasolina,4,140,2,AUTOS COMPACTOS,13.6,19.7,15.8,11.85,197,90,7,4
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP CVT XTRONIC,2012,CVT,Gasolina,4,140,2,AUTOS COMPACTOS,13.6,19.7,15.8,11.85,197,90,7,4
NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2014,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.6,18.4,15.41,11.56,202,10,7,9
NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2015,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.6,18.4,15.41,11.56,202,10,7,9
NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2016,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.6,18.4,15.41,11.56,202,10,7,9
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,4,140,2,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,4,140,2,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,4,140,2,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,4,140,2,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2015,MAN,Gasolina,4,152,2,AUTOS COMPACTOS,13.51,18.86,16.88,12.66,184,6,7,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP CVT,2015,CVT,Gasolina,4,152,2,AUTOS COMPACTOS,13.51,18.86,16.88,12.66,184,9,7,9
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2014,DSG,Diesel,4,140,2,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?
HONDA,CIVIC,COUPE LX 2PTS 1.8L 4CIL 140HP MAN,2011,M5,Gasolina,4,140,1.8,AUTOS COMPACTOS,13.5,19.9,15.78,11.84,197,18,7,8
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,2011,M5,Gasolina,4,140,1.8,AUTOS COMPACTOS,13.5,19.9,15.78,11.84,197,18,7,8
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,2011,M5,Gasolina,4,140,1.8,AUTOS COMPACTOS,13.5,19.9,15.78,11.84,197,18,7,8
DODGE,VISION,4PTAS 1.6L 4CIL 115HP DUALOGIC,2016,DUALOGIC,Gasolina,4,115,1.6,AUTOS COMPACTOS,13.46,19.41,15.61,11.71,199,28,7,6
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP MAN,2014,MAN,Gasolina,4,145,1.8,AUTOS COMPACTOS,13.41,20.84,15.97,11.98,195,11,7,9
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP MAN,2015,MAN,Gasolina,4,145,1.8,AUTOS COMPACTOS,13.41,20.84,15.97,11.98,195,12,7,9
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP MAN,2016,MAN,Gasolina,4,145,1.8,AUTOS COMPACTOS,13.41,20.84,17.36,13.02,179,12,8,9
VW,GOLF,A7 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2016,DSG,Gasolina,4,220,2,AUTOS COMPACTOS,13.4,24,16.72,12.54,186,31,7,6
VW,GOLF,A7 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2017,DSG,Gasolina,4,220,2,AUTOS COMPACTOS,13.4,24,16.72,12.54,186,31,7,6
MAZDA,MAZDA6,SEDAN 4PTAS 2.5L 4CIL 185HP MAN,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,13.4,21.3,16.08,12.06,193,6,7,9
VW,GOLF,5PTS 1.4L 4CIL 160HP MAN FSI TURBO,2013,MAN,Gasolina,4,160,1.4,AUTOS COMPACTOS,13.39,22.81,16.45,12.33,189,27,7,6
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP AUT,2014,AUT,Gasolina,4,145,1.8,AUTOS COMPACTOS,13.39,20.79,15.94,11.96,195,7,7,9
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP AUT,2015,AUT,Gasolina,4,145,1.8,AUTOS COMPACTOS,13.39,20.79,15.94,11.96,195,7,7,9
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP AUT,2016,AUT,Gasolina,4,145,1.8,AUTOS COMPACTOS,13.39,20.79,17.33,13,179,7,8,9
SEAT,TOLEDO,4PTS 1.6L 4CIL 105HP MAN,2013,MAN,Gasolina,4,105,1.6,AUTOS COMPACTOS,13.36,22.32,16.31,12.23,191,75,7,4
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP MAN,2014,MAN,Gasolina,4,138,1.8,AUTOS COMPACTOS,13.35,19.02,15.42,11.56,202,32,7,6
CHEVROLET,CRUZE,LS 4PTS 1.8L 4CIL 138HP MAN,2015,MAN,Gasolina,4,138,1.8,AUTOS COMPACTOS,13.35,19.02,15.42,11.56,202,32,7,6
KIA,FORTE,4PTAS 2.0L 4CIL 150HP AUT,2018,AUT,Gasolina,4,150,2,AUTOS COMPACTOS,13.35,20.07,17.11,12.83,182,10,8,9
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 139HP MAN,2016,MAN,Gasolina,4,139,1.8,AUTOS COMPACTOS,13.35,19.02,15.42,11.56,202,30,7,6
MERCEDES,A180,CGI 5PTS 1.6L 4CIL 121HP MAN TURBO,2013,MAN,Gasolina,4,121,1.6,AUTOS COMPACTOS,13.33,23.25,17.88,13.41,174,12,8,9
MERCEDES,A200,CGI 5PTS 1.6L 4CIL 154HP MAN TURBO,2013,MAN,Gasolina,4,154,1.6,AUTOS COMPACTOS,13.33,22.72,17.76,13.32,175,12,8,9
CHEVROLET,MALIBU,LS 4PTS 2.5L 4CIL 196HP AUT,2014,AUT,Gasolina,4,196,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197,6,7,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT,2014,AUT,Gasolina,4,196,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197,6,7,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT Tela,2015,AUT,Gasolina,4,196,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197,6,7,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT Piel,2015,AUT,Gasolina,4,196,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197,6,7,9
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP MAN,2011,MAN,Gasolina,4,140,2,AUTOS COMPACTOS,13.3,18.4,15.2,11.4,205,20,7,7
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP MAN,2012,MAN,Gasolina,4,140,2,AUTOS COMPACTOS,13.3,18.4,15.2,11.4,205,20,7,7
VW,BEETLE,2PTS 2.0L 4CIL 210HP DSG TURBO,2015,DSG,Gasolina,4,210,2,AUTOS COMPACTOS,13.3,19.9,15.63,11.72,199,6,7,9
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185,2.4,AUTOS COMPACTOS,13.3,21.36,17.4,13.05,179,9,8,9
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT,2018,AUT,Gasolina,4,185,2.4,AUTOS COMPACTOS,13.3,21.36,17.4,13.05,179,9,8,9
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,4,185,2.4,AUTOS COMPACTOS,13.3,21.36,16.02,12.02,194,9,7,9
KIA,FORTE,4PTAS 2.0L 4CIL 158HP MAN,2016,MAN,Gasolina,4,158,2,AUTOS COMPACTOS,13.29,19.94,15.64,11.73,199,24,7,7
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 150HP MAN,2014,MAN,Gasolina,4,150,2,AUTOS COMPACTOS,13.25,18.87,15.3,11.48,203,9,7,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 150HP CVT,2014,CVT,Gasolina,4,150,2,AUTOS COMPACTOS,13.25,18.87,15.3,11.48,203,9,7,9
NISSAN,TIIDA,4PTAS 1.8L 4CIL 125HP AUT,2016,AUT,Gasolina,4,125,1.8,AUTOS COMPACTOS,13.24,18.51,15.19,11.39,205,126,7,2
VW,BEETLE,2PTS 2.0L 4CIL 200HP DSG TURBO,2013,DSG,Gasolina,4,200,2,AUTOS COMPACTOS,13.2,20.14,15.62,11.72,199,14,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2014,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
VW,JETTA,MKVI GLI 4PTS 2.0L 4CIL 210HP MAN TURBO FSI,2015,MAN,Gasolina,4,210,2,AUTOS COMPACTOS,13.2,23.5,16.44,12.33,189,19,7,7
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2016,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP MAN,2016,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP MAN,2017,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP MAN,2017,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP MAN,2018,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP MAN,2018,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182,2,8,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2011,MAN,Gasolina,4,152,2,AUTOS COMPACTOS,13.16,16.08,14.33,10.75,217,9,6,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2012,MAN,Gasolina,4,152,2,AUTOS COMPACTOS,13.16,16.08,14.33,10.75,217,9,6,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2013,MAN,Gasolina,4,152,2,AUTOS COMPACTOS,13.16,16.08,14.33,10.75,217,9,6,9
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT,2017,AUT,Gasolina,4,152,2,AUTOS COMPACTOS,13.16,18.49,16.51,12.38,188,10,7,9
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT,2018,AUT,Gasolina,4,152,2,AUTOS COMPACTOS,13.16,18.49,16.51,12.38,188,10,7,9
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT,2016,AUT,Gasolina,4,152,2,AUTOS COMPACTOS,13.16,18.49,15.12,11.34,206,10,7,9
MERCEDES,B180,CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2013,AUT,Gasolina,4,121,1.6,AUTOS COMPACTOS,13.15,20.83,17.15,12.86,181,12,8,9
KIA,FORTE,4PTAS 2.0L 4CIL 150HP AUT,2017,AUT,Gasolina,4,150,2,AUTOS COMPACTOS,13.14,21.36,17.28,12.96,180,7,8,9
NISSAN,TIIDA,4PTAS 1.8L 4CIL 125HP MAN,2016,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,13.1,18.44,15.06,11.3,206,95,7,3
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2016,MAN,Gasolina,4,160,2,AUTOS COMPACTOS,13.06,19.98,15.47,11.6,201,19,7,8
MAZDA,MAZDA3,SEDAN 4PTS 2.0L 4CIL 148HP AUT,2011,AUT,Gasolina,4,148,2,AUTOS COMPACTOS,13,20.3,15.51,11.63,200,4,7,9
NISSAN,TIIDA,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2011,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,13,17.8,14.8,11.1,210,26,7,6
NISSAN,TIIDA,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2012,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,13,17.8,14.8,11.1,210,95,7,3
DODGE,DART,4PTS 2.0L 4CIL 160HP AUT,2013,AUT,Gasolina,4,160,2,AUTOS COMPACTOS,13,20.57,15.58,11.69,200,7,7,9
NISSAN,TIIDA,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2013,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,13,17.8,14.8,11.1,210,95,7,3
VW,BEETLE,2PTS 2.0L 4CIL 210HP DSG TURBO,2014,DSG,Gasolina,4,210,2,AUTOS COMPACTOS,13,19.6,15.32,11.49,203,6,7,9
VW,JETTA,MKVI GLI 4PTS 2.0L 4CIL 210HP DSG TURBO FSI,2015,DSG,Gasolina,4,210,2,AUTOS COMPACTOS,13,23.7,16.31,12.24,191,19,7,7
KIA,FORTE,4PTAS 2.0L 4CIL 150HP MAN,2017,MAN,Gasolina,4,150,2,AUTOS COMPACTOS,12.98,20.24,16.87,12.65,184,24,7,?
KIA,FORTE,4PTAS 2.0L 4CIL 158HP AUT,2016,AUT,Gasolina,4,158,2,AUTOS COMPACTOS,12.93,20.76,15.57,11.68,200,9,7,9
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,12.9,19.9,15.33,11.49,203,7,7,9
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,12.9,19.9,15.33,11.49,203,7,7,9
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,12.9,19.9,15.33,11.49,203,7,7,9
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2011,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211,29,6,6
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2012,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211,95,6,3
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2013,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211,95,6,3
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2014,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211,95,6,3
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2015,MAN,Gasolina,4,125,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211,95,6,3
KIA,SOUL,5PTAS 1.6L 4CIL 122HP MAN,2016,MAN,Gasolina,4,122,1.6,AUTOS COMPACTOS,12.9,17.59,14.66,10.99,212,25,6,7
CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP AUT TURBO,2016,AUT,Gasolina,4,138,1.4,AUTOS COMPACTOS,12.85,21.18,15.62,11.71,199,34,7,6
CHEVROLET,CRUZE,LTZ 4PTS 1.4L 4CIL 138HP AUT TURBO,2015,AUT,Gasolina,4,138,1.4,AUTOS COMPACTOS,12.85,21.18,15.61,11.71,199,32,7,6
MITSUBISHI,ASX,ES 5PTS 2.0L 4CIL 148HP CVT,2014,CVT,Gasolina,4,148,2,AUTOS COMPACTOS,12.84,18.64,14.93,11.2,208,14,7,8
MITSUBISHI,ASX,SE 5PTS 2.0L 4CIL 148HP CVT,2014,CVT,Gasolina,4,148,2,AUTOS COMPACTOS,12.84,18.64,14.93,11.2,208,14,7,8
MITSUBISHI,ASX,SE PLUS 5PTS 2.0L 4CIL 148HP CVT,2014,CVT,Gasolina,4,148,2,AUTOS COMPACTOS,12.84,18.64,14.93,11.2,208,14,7,8
VW,CLASICO,GL 4PTS 2.0L 4CIL 115HP MAN,2013,MAN,Gasolina,4,115,2,AUTOS COMPACTOS,12.81,20.64,15.45,11.59,201,11,7,9
VW,CLASICO,4PTS 2.0L 4CIL 115HP MAN,2014,MAN,Gasolina,4,115,2,AUTOS COMPACTOS,12.81,20.64,15.45,11.59,201,11,7,9
HONDA,FIT,COOL 5PTS 1.5L 4CIL 130HP MAN,2015,MAN,Gasolina,4,130,1.5,AUTOS COMPACTOS,12.8,19.5,16.53,12.4,188,2,7,9
HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP MAN,2015,MAN,Gasolina,4,130,1.5,AUTOS COMPACTOS,12.8,19.5,16.53,12.4,188,2,7,9
VW,BEETLE,2PTS 2.0L 4CIL 210HP MAN TURBO,2015,MAN,Gasolina,4,210,2,AUTOS COMPACTOS,12.8,20.6,15.43,11.57,201,9,7,9
VW,GOLF,A7 (GTI) 5PTS 2.0L 4CIL 220HP DSG TURBO FSI,2015,DSG,Gasolina,4,220,2,AUTOS COMPACTOS,12.8,23,15.99,11.99,194,18,7,8
VW,CLÁSICO,4PTS 2.0L 4CIL 115HP MAN,2015,MAN,Gasolina,4,115,2,AUTOS COMPACTOS,12.8,21.2,15.58,11.68,200,5,7,9
HONDA,FIT,COOL 5PTS 1.5L 4CIL 130HP MAN,2016,MAN,Gasolina,4,130,1.5,AUTOS COMPACTOS,12.8,19.5,16.53,12.4,188,2,7,9
HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP MAN,2016,MAN,Gasolina,4,130,1.5,AUTOS COMPACTOS,12.8,19.5,16.53,12.4,188,2,7,9
HONDA,CIVIC,SEDAN EX-T 5PTS 1.5L 4CIL 174HP CVT TURBO,2016,CVT,Gasolina,4,174,1.5,AUTOS COMPACTOS,12.8,21.9,17.13,12.85,181,10,8,9
HONDA,CIVIC,SEDAN EX-TL 5PTS 1.5L 4CIL 174HP CVT TURBO,2016,CVT,Gasolina,4,174,1.5,AUTOS COMPACTOS,12.8,21.9,17.13,12.85,181,10,8,9
HONDA,CIVIC,COUPE EX-T 2PTS 1.5L 4CIL 174HP CVT TURBO,2016,CVT,Gasolina,4,174,1.5,AUTOS COMPACTOS,12.8,21.9,17.13,12.85,181,10,8,9
